citation,citation_id,citation_text
"[6054] IMAI A., LISTANCO E. L., FUJII T.:    HIGHLY OXIDIZED AND SULFUR-RICH DACITIC MAGMA OF MOUNT PINATUBO: IMPLICATION FOR METALLOGENESIS OF PORPHYRY COPPER MINERALIZATION IN THE WESTERN LUZON ARC      NEWHALL, C. G., PUNONGBAYAN, R. S. | FIRE AND MUD. ERUPTIONS AND LAHARS OF MOUNT PINATUBO, PHILIPPINES | UNIV. WASHINGTON PRESS, SEATTLE AND LONDON [1996]  865-874",[6054],"IMAI A., LISTANCO E. L., FUJII T.:    HIGHLY OXIDIZED AND SULFUR-RICH DACITIC MAGMA OF MOUNT PINATUBO: IMPLICATION FOR METALLOGENESIS OF PORPHYRY COPPER MINERALIZATION IN THE WESTERN LUZON ARC      NEWHALL, C. G., PUNONGBAYAN, R. S. | FIRE AND MUD. ERUPTIONS AND LAHARS OF MOUNT PINATUBO, PHILIPPINES | UNIV. WASHINGTON PRESS, SEATTLE AND LONDON [1996]  865-874"
"[6058] FOURNELLE J. H., CARMODY R., DAAG A. S.:    ANHYDRITE-BEARING PUMICES FROM THE JUNE 15, 1991, ERUPTION OF MOUNT PINATUBO: GEOCHEMISTRY, MINERALOGY, AND PETROLOGY      NEWHALL, C. G., PUNONGBAYAN, R. S. | FIRE AND MUD. ERUPTIONS AND LAHARS OF MOUNT PINATUBO, PHILIPPINES | UNIV. WASHINGTON PRESS, SEATTLE AND LONDON [1996]  845-864",[6058],"FOURNELLE J. H., CARMODY R., DAAG A. S.:    ANHYDRITE-BEARING PUMICES FROM THE JUNE 15, 1991, ERUPTION OF MOUNT PINATUBO: GEOCHEMISTRY, MINERALOGY, AND PETROLOGY      NEWHALL, C. G., PUNONGBAYAN, R. S. | FIRE AND MUD. ERUPTIONS AND LAHARS OF MOUNT PINATUBO, PHILIPPINES | UNIV. WASHINGTON PRESS, SEATTLE AND LONDON [1996]  845-864"
"[6083] KUMAR A., NIRMAL C., GOPALAN K., MACDONALD J. D.:    A LONG-LIVED ENRICHED MANTLE SOURCE FOR TWO PROTEROZOIC CARBONATITE COMPLEXES FROM TAMIL NADU, SOUTHERN INDIA    GEOCHIM. COSMOCHIM. ACTA 62   [1998]  515-523    doi: 10.1016/S0016-7037(97)00341-4",[6083],"KUMAR A., NIRMAL C., GOPALAN K., MACDONALD J. D.:    A LONG-LIVED ENRICHED MANTLE SOURCE FOR TWO PROTEROZOIC CARBONATITE COMPLEXES FROM TAMIL NADU, SOUTHERN INDIA    GEOCHIM. COSMOCHIM. ACTA 62   [1998]  515-523    doi: 10.1016/S0016-7037(97)00341-4"
"[6101] BROOKS C. K., GLEADOW A. J. W.:    A FISSION TRACK AGE FOR THE SKAERGAARD INTRUSION AND THE AGE OF THE EAST GREENLAND BASALTS    GEOLOGY 5   [1977]  539-540    doi: 10.1130/0091-7613(1977)5<539:AFAFTS>2.0.CO;2",[6101],"BROOKS C. K., GLEADOW A. J. W.:    A FISSION TRACK AGE FOR THE SKAERGAARD INTRUSION AND THE AGE OF THE EAST GREENLAND BASALTS    GEOLOGY 5   [1977]  539-540    doi: 10.1130/0091-7613(1977)5<539:AFAFTS>2.0.CO;2"
"[6113] PASTER T. P., SCHAUWECKER D. S., HASKIN L. A.:    THE BEHAVIOR OF SOME TRACE ELEMENTS DURING SOLIDIFICATION OF THE SKAERGAARD LAYERED SERIES    GEOCHIM. COSMOCHIM. ACTA 38   [1974]  1549-1577    doi: 10.1016/0016-7037(74)90174-4",[6113],"PASTER T. P., SCHAUWECKER D. S., HASKIN L. A.:    THE BEHAVIOR OF SOME TRACE ELEMENTS DURING SOLIDIFICATION OF THE SKAERGAARD LAYERED SERIES    GEOCHIM. COSMOCHIM. ACTA 38   [1974]  1549-1577    doi: 10.1016/0016-7037(74)90174-4"
"[6233] MELLUSO L., SETHNA S. F., D^ANTONIO M., JAVERI P., BENNIO L.:    GEOCHEMISTRY AND PETROGENESIS OF SODIC AND POTASSIC MAFIC ALKALINE ROCKS IN THE DECCAN VOLCANIC PROVINCE, MUMBAI AREA (INDIA)    MINERAL. PETROL. 74   [2002]  323-342    doi: 10.1007/s007100200009",[6233],"MELLUSO L., SETHNA S. F., D^ANTONIO M., JAVERI P., BENNIO L.:    GEOCHEMISTRY AND PETROGENESIS OF SODIC AND POTASSIC MAFIC ALKALINE ROCKS IN THE DECCAN VOLCANIC PROVINCE, MUMBAI AREA (INDIA)    MINERAL. PETROL. 74   [2002]  323-342    doi: 10.1007/s007100200009"
"[6425] HAMILTON E. I.:    THE ISOTOPIC COMPOSITION OF STRONTIUM IN THE SKAERGAARD INTRUSION, EAST GREENLAND    J. PETROL. 4   [1963]  383-391    doi: 10.1093/petrology/4.3.383",[6425],"HAMILTON E. I.:    THE ISOTOPIC COMPOSITION OF STRONTIUM IN THE SKAERGAARD INTRUSION, EAST GREENLAND    J. PETROL. 4   [1963]  383-391    doi: 10.1093/petrology/4.3.383"
"[7107] WYMAN D. A., KERRICH R.:    ARCHEAN SHOSHONITIC LAMPROPHYRES OF THE ABITIBI SUBPROVINCE, CANADA: PETROGENESIS, AGE, AND TECTONIC SETTING    J. PETROL. 34   [1993]  1067-1109    doi: 10.1093/petrology/34.6.1067",[7107],"WYMAN D. A., KERRICH R.:    ARCHEAN SHOSHONITIC LAMPROPHYRES OF THE ABITIBI SUBPROVINCE, CANADA: PETROGENESIS, AGE, AND TECTONIC SETTING    J. PETROL. 34   [1993]  1067-1109    doi: 10.1093/petrology/34.6.1067"
"[7176] ELBURG M. A., FODEN J. D., VAN BERGEN M. J., ZULKARNAIN I.:    AUSTRALIA AND INDONESIA IN COLLISION: GEOCHEMICAL SOURCES OF MAGMATISM    J. VOLCANOL. GEOTHERM. RES. 140   [2005]  25-47    doi: 10.1016/j.jvolgeores.2004.07.014",[7176],"ELBURG M. A., FODEN J. D., VAN BERGEN M. J., ZULKARNAIN I.:    AUSTRALIA AND INDONESIA IN COLLISION: GEOCHEMICAL SOURCES OF MAGMATISM    J. VOLCANOL. GEOTHERM. RES. 140   [2005]  25-47    doi: 10.1016/j.jvolgeores.2004.07.014"
"[7246] DELPECH G., GREGOIRE M., O^REILLY S. Y., COTTIN J.-Y., MOINE B. N., MICHON G., GIRET A.:    FELDSPAR FROM CARBONATE-RICH SILICATE METASOMATISM IN THE SHALLOW OCEANIC MANTLE UNDER KERGUELEN ISLANDS (SOUTH INDIAN OCEAN)    LITHOS 75   [2004]  209-237    doi: 10.1016/j.lithos.2003.12.018",[7246],"DELPECH G., GREGOIRE M., O^REILLY S. Y., COTTIN J.-Y., MOINE B. N., MICHON G., GIRET A.:    FELDSPAR FROM CARBONATE-RICH SILICATE METASOMATISM IN THE SHALLOW OCEANIC MANTLE UNDER KERGUELEN ISLANDS (SOUTH INDIAN OCEAN)    LITHOS 75   [2004]  209-237    doi: 10.1016/j.lithos.2003.12.018"
"[7251] THOMPSON P. M. E., KEMPTON P. D., WHITE R. V., SAUNDERS A. D., KERR A. C., TARNEY J., PRINGLE M. S.:    ELEMENTAL, HF-ND ISOTOPIC AND GEOCHRONOLOGICAL CONSTRAINTS ON AN ISLAND ARC SEQUENCE ASSOCIATED WITH THE CRETACEOUS CARIBBEAN PLATEAU: BONAIRE, DUTCH ANTILLES    LITHOS 74   [2004]  91-116    doi: 10.1016/j.lithos.2004.01.004",[7251],"THOMPSON P. M. E., KEMPTON P. D., WHITE R. V., SAUNDERS A. D., KERR A. C., TARNEY J., PRINGLE M. S.:    ELEMENTAL, HF-ND ISOTOPIC AND GEOCHRONOLOGICAL CONSTRAINTS ON AN ISLAND ARC SEQUENCE ASSOCIATED WITH THE CRETACEOUS CARIBBEAN PLATEAU: BONAIRE, DUTCH ANTILLES    LITHOS 74   [2004]  91-116    doi: 10.1016/j.lithos.2004.01.004"
"[7256] CARLIER G., LORAND J.-P.:    PETROGENESIS OF A ZIRCONOLITE-BEARING MEDITERRANEAN-TYPE LAMPROITE FROM THE PERUVIAN ALTIPLANO (ANDEAN CORDILLERA)    LITHOS 69   [2003]  15-35    doi: 10.1016/S0024-4937(03)00045-8",[7256],"CARLIER G., LORAND J.-P.:    PETROGENESIS OF A ZIRCONOLITE-BEARING MEDITERRANEAN-TYPE LAMPROITE FROM THE PERUVIAN ALTIPLANO (ANDEAN CORDILLERA)    LITHOS 69   [2003]  15-35    doi: 10.1016/S0024-4937(03)00045-8"
"[7272] MIYACHI M.:    FISSION TRACK AGES OF SOME GRANITIC ROCKS IN THE OUTER ZONE OF KYUSHU, JAPAN    J. JPN. ASSOC. MINERAL. PETROL. ECON. GEOL. (GANSEKI KOBUTSU KOSHO GAKKAI-SHI) 80   [1985]  406-409    doi: 10.2465/ganko1941.80.406",[7272],"MIYACHI M.:    FISSION TRACK AGES OF SOME GRANITIC ROCKS IN THE OUTER ZONE OF KYUSHU, JAPAN    J. JPN. ASSOC. MINERAL. PETROL. ECON. GEOL. (GANSEKI KOBUTSU KOSHO GAKKAI-SHI) 80   [1985]  406-409    doi: 10.2465/ganko1941.80.406"
"[7425] HASEBE N., TAGAMI T., NISHIMURA S.:    THE EVIDENCE OF ALONG-ARC DIFFERENTIAL UPLIFT OF THE SHIMANTO ACCRETIONARY COMPLEX: FISSION TRACK THERMOCHRONOLOGY OF THE KUMANO ACIDIC ROCKS, SOUTHWEST JAPAN    TECTONOPHYSICS 224   [1993]  327-335    doi: 10.1016/0040-1951(93)90036-J",[7425],"HASEBE N., TAGAMI T., NISHIMURA S.:    THE EVIDENCE OF ALONG-ARC DIFFERENTIAL UPLIFT OF THE SHIMANTO ACCRETIONARY COMPLEX: FISSION TRACK THERMOCHRONOLOGY OF THE KUMANO ACIDIC ROCKS, SOUTHWEST JAPAN    TECTONOPHYSICS 224   [1993]  327-335    doi: 10.1016/0040-1951(93)90036-J"
"[7485] CARLIER G., LORAND J.-P.:    FIRST OCCURRENCE OF DIOPSIDE SANIDINE PHLOGOPITE LAMPROITE IN THE ANDEAN CORDILLERA: THE HUACANCHA AND MOROJARJA DIKES, SOUTHERN PERU    CAN. J. EARTH SCI. 34   [1997]  1118-1127    doi: 10.1139/e17-090",[7485],"CARLIER G., LORAND J.-P.:    FIRST OCCURRENCE OF DIOPSIDE SANIDINE PHLOGOPITE LAMPROITE IN THE ANDEAN CORDILLERA: THE HUACANCHA AND MOROJARJA DIKES, SOUTHERN PERU    CAN. J. EARTH SCI. 34   [1997]  1118-1127    doi: 10.1139/e17-090"
"[7497] NGOUNOUNO I., DERUELLE B., MONTIGNY R., DEMAIFFE D.:    PETROLOGY AND GEOCHEMISTRY OF MONCHIQUITES FROM TCHIRCOTCHÉ (GAROUA RIFT, NORTH CAMEROON, CENTRAL AFRICA)    MINERAL. PETROL. 83   [2005]  167-190    doi: 10.1007/s00710-004-0068-y",[7497],"NGOUNOUNO I., DERUELLE B., MONTIGNY R., DEMAIFFE D.:    PETROLOGY AND GEOCHEMISTRY OF MONCHIQUITES FROM TCHIRCOTCHÉ (GAROUA RIFT, NORTH CAMEROON, CENTRAL AFRICA)    MINERAL. PETROL. 83   [2005]  167-190    doi: 10.1007/s00710-004-0068-y"
"[7504] LUSTRINO M., MELLUSO L., BROTZU P., GOMES C. B., MORBIDELLI L., MUZIO R., RUBERTI E., TASSINARI C. C. G.:    PETROGENESIS OF THE EARLY CRETACEOUS VALLE CHICO IGNEOUS COMPLEX (SE URUGUAY): RELATIONSHIPS WITH PARANA-ETENDEKA MAGMATISM    LITHOS 82   [2005]  407-434    doi: 10.1016/j.lithos.2004.07.004",[7504],"LUSTRINO M., MELLUSO L., BROTZU P., GOMES C. B., MORBIDELLI L., MUZIO R., RUBERTI E., TASSINARI C. C. G.:    PETROGENESIS OF THE EARLY CRETACEOUS VALLE CHICO IGNEOUS COMPLEX (SE URUGUAY): RELATIONSHIPS WITH PARANA-ETENDEKA MAGMATISM    LITHOS 82   [2005]  407-434    doi: 10.1016/j.lithos.2004.07.004"
"[7546] TSUCHIYA NOBUTAKA:    CL AND F CONTENTS OF APATITE IN THE MATSUMAE PLUTONIC ROCKS, SOUTHWESTERN HOKKAIDO, JAPAN - A USEFUL INDICATOR OF VAPOR SATURATION -    J. JPN. ASSOC. MINERAL. PETROL. ECON. GEOL. (GANSEKI KOBUTSU KOSHO GAKKAI-SHI) 81   [1986]  67-76    doi: 10.2465/ganko1941.81.67",[7546],"TSUCHIYA NOBUTAKA:    CL AND F CONTENTS OF APATITE IN THE MATSUMAE PLUTONIC ROCKS, SOUTHWESTERN HOKKAIDO, JAPAN - A USEFUL INDICATOR OF VAPOR SATURATION -    J. JPN. ASSOC. MINERAL. PETROL. ECON. GEOL. (GANSEKI KOBUTSU KOSHO GAKKAI-SHI) 81   [1986]  67-76    doi: 10.2465/ganko1941.81.67"
"[7589] BUSA T., CLOCCHIATTI R., CRISTOFOLINI R.:    THE ROLE OF APATITE FRACTIONATION AND REE DISTRIBUTION IN ALKALINE ROCKS FROM MT. ETNA, SICILY    MINERAL. PETROL. 74   [2002]  95-114    doi: 10.1007/s710-002-8217-3",[7589],"BUSA T., CLOCCHIATTI R., CRISTOFOLINI R.:    THE ROLE OF APATITE FRACTIONATION AND REE DISTRIBUTION IN ALKALINE ROCKS FROM MT. ETNA, SICILY    MINERAL. PETROL. 74   [2002]  95-114    doi: 10.1007/s710-002-8217-3"
"[7605] CIVETTA L., D^ANTONIO M., ORSI G., TILTON G. R.:    THE GEOCHEMISTRY OF VOLCANIC ROCKS FROM PANTELLERIA ISLAND, SICILY CHANNEL: PETROGENESIS AND CHARACTERISTICS OF THE MANTLE SOURCE REGION    J. PETROL. 39   [1998]  1453-1491    doi: 10.1093/petroj/39.8.1453",[7605],"CIVETTA L., D^ANTONIO M., ORSI G., TILTON G. R.:    THE GEOCHEMISTRY OF VOLCANIC ROCKS FROM PANTELLERIA ISLAND, SICILY CHANNEL: PETROGENESIS AND CHARACTERISTICS OF THE MANTLE SOURCE REGION    J. PETROL. 39   [1998]  1453-1491    doi: 10.1093/petroj/39.8.1453"
"[7625] TRUA T., DENIEL C., MAZZUOLI R.:    CRUSTAL CONTROL IN THE GENESIS OF PLIO-QUATERNARY BIMODAL MAGMATISM OF THE MAIN ETHIOPIAN RIFT (MER): GEOCHEMICAL AND ISOTOPIC (SR, ND, PB) EVIDENCE    CHEM. GEOL. 155   [1999]  201-231    doi: 10.1016/S0009-2541(98)00174-0",[7625],"TRUA T., DENIEL C., MAZZUOLI R.:    CRUSTAL CONTROL IN THE GENESIS OF PLIO-QUATERNARY BIMODAL MAGMATISM OF THE MAIN ETHIOPIAN RIFT (MER): GEOCHEMICAL AND ISOTOPIC (SR, ND, PB) EVIDENCE    CHEM. GEOL. 155   [1999]  201-231    doi: 10.1016/S0009-2541(98)00174-0"
"[7627] IONOV D. A., PRIKHODKO V. S., O^REILLY S. Y.:    PERIDOTITE XENOLITHS IN ALKALI BASALTS FROM THE SIKHOTE-ALIN, SOUTHEASTERN SIBERIA, RUSSIA: TRACE-ELEMENT SIGNATURES OF MANTLE BENEATH A CONVERGENT CONTINENTAL MARGIN    CHEM. GEOL. 120   [1995]  275-294    doi: 10.1016/0009-2541(94)00142-U",[7627],"IONOV D. A., PRIKHODKO V. S., O^REILLY S. Y.:    PERIDOTITE XENOLITHS IN ALKALI BASALTS FROM THE SIKHOTE-ALIN, SOUTHEASTERN SIBERIA, RUSSIA: TRACE-ELEMENT SIGNATURES OF MANTLE BENEATH A CONVERGENT CONTINENTAL MARGIN    CHEM. GEOL. 120   [1995]  275-294    doi: 10.1016/0009-2541(94)00142-U"
"[7748] PRELEVIC D., FOLEY S. F., ROMER R. L., CVETKOVIC V., DOWNES H.:    TERTIARY ULTRAPOTASSIC VOLCANISM IN SERBIA: CONSTRAINTS ON PETROGENESIS AND MANTLE SOURCE CHARACTERISTICS    J. PETROL. 46   [2005]  1443-1487    doi: 10.1093/petrology/egi022",[7748],"PRELEVIC D., FOLEY S. F., ROMER R. L., CVETKOVIC V., DOWNES H.:    TERTIARY ULTRAPOTASSIC VOLCANISM IN SERBIA: CONSTRAINTS ON PETROGENESIS AND MANTLE SOURCE CHARACTERISTICS    J. PETROL. 46   [2005]  1443-1487    doi: 10.1093/petrology/egi022"
"[7764] BOURDON B., ZINDLER A., WÖRNER G.:    EVOLUTION OF THE LAACHER SEE MAGMA CHAMBER: EVIDENCE FROM SIMS AND TIMS MEASUREMENTS OF U-TH DISEQUILIBRIA IN MINERALS AND GLASSES    EARTH PLANET. SCI. LETT. 126   [1994]  75-90    doi: 10.1016/0012-821X(94)90243-7",[7764],"BOURDON B., ZINDLER A., WÖRNER G.:    EVOLUTION OF THE LAACHER SEE MAGMA CHAMBER: EVIDENCE FROM SIMS AND TIMS MEASUREMENTS OF U-TH DISEQUILIBRIA IN MINERALS AND GLASSES    EARTH PLANET. SCI. LETT. 126   [1994]  75-90    doi: 10.1016/0012-821X(94)90243-7"
"[7959] DAVIDSON J. P., HASSANZADEH J., BERZINS R., STOCKLI D. F., BASHUKOOH B., TURRIN B. D., PANDAMOUZ A.:    THE GEOLOGY OF THE DAMAVAND VOLCANO, ALBORZ MOUNTAINS, NORTHERN IRAN    BULL. GEOL. SOC. AM. 116   [2004]  16-29    doi: 10.1130/B25344.1",[7959],"DAVIDSON J. P., HASSANZADEH J., BERZINS R., STOCKLI D. F., BASHUKOOH B., TURRIN B. D., PANDAMOUZ A.:    THE GEOLOGY OF THE DAMAVAND VOLCANO, ALBORZ MOUNTAINS, NORTHERN IRAN    BULL. GEOL. SOC. AM. 116   [2004]  16-29    doi: 10.1130/B25344.1"
"[7962] PALLADINO D. M., GAETA M., MARRA F.:    A LARGE K-FOIDITIC HYDROMAGMATIC ERUPTION FROM THE EARLY ACTIVITY OF THE ALBAN HILLS VOLCANIC DISTRICT, ITALY    BULL. VOLCANOL. 63   [2001]  345-359    doi: 10.1007/s004450100150",[7962],"PALLADINO D. M., GAETA M., MARRA F.:    A LARGE K-FOIDITIC HYDROMAGMATIC ERUPTION FROM THE EARLY ACTIVITY OF THE ALBAN HILLS VOLCANIC DISTRICT, ITALY    BULL. VOLCANOL. 63   [2001]  345-359    doi: 10.1007/s004450100150"
"[8003] AKAL C.:    MINERALOGY AND GEOCHEMISTRY OF MELILITE LEUCITITES, BALCIKHISAR, AFYON (TURKEY)    TURKISH J. OF EARTH SCIENCES 12   [2003]  215-239",[8003],"AKAL C.:    MINERALOGY AND GEOCHEMISTRY OF MELILITE LEUCITITES, BALCIKHISAR, AFYON (TURKEY)    TURKISH J. OF EARTH SCIENCES 12   [2003]  215-239"
"[8051] VELDE D., RACHDI H. E.-N.:    INFLUENCE OF SR ON AN ESTABLISHED PETROLOGICAL INCOMPATIBILITY: THE ASSOCIATION MELILITE + K-FELDSPAR IN A NEPHELINITE FROM DJEBEL TARGOU, CENTRAL MOROCCO    J. PETROL. 29   [1988]  585-597    doi: 10.1093/petrology/29.3.585",[8051],"VELDE D., RACHDI H. E.-N.:    INFLUENCE OF SR ON AN ESTABLISHED PETROLOGICAL INCOMPATIBILITY: THE ASSOCIATION MELILITE + K-FELDSPAR IN A NEPHELINITE FROM DJEBEL TARGOU, CENTRAL MOROCCO    J. PETROL. 29   [1988]  585-597    doi: 10.1093/petrology/29.3.585"
"[8064] WÖRNER G., BEUSEN J.-M., DUCHATEAU N., GIJBELS R., SCHMINCKE H.-U.:    TRACE ELEMENT ABUNDANCES AND MINERAL/MELT DISTRIBUTION COEFFICIENTS IN PHONOLITES FROM THE LAACHER SEE VOLCANO (GERMANY)    CONTRIB. MINERAL. PETROL. 84   [1983]  152-173    doi: 10.1007/BF00371282",[8064],"WÖRNER G., BEUSEN J.-M., DUCHATEAU N., GIJBELS R., SCHMINCKE H.-U.:    TRACE ELEMENT ABUNDANCES AND MINERAL/MELT DISTRIBUTION COEFFICIENTS IN PHONOLITES FROM THE LAACHER SEE VOLCANO (GERMANY)    CONTRIB. MINERAL. PETROL. 84   [1983]  152-173    doi: 10.1007/BF00371282"
"[8080] WÖRNER G., SCHMINCKE H.-U.:    MINERALOGICAL AND CHEMICAL ZONATION OF THE LAACHER SEE TEPHRA SEQUENCE (EAST EIFEL, W. GERMANY)    J. PETROL. 25   [1984]  805-835    doi: 10.1093/petrology/25.4.805",[8080],"WÖRNER G., SCHMINCKE H.-U.:    MINERALOGICAL AND CHEMICAL ZONATION OF THE LAACHER SEE TEPHRA SEQUENCE (EAST EIFEL, W. GERMANY)    J. PETROL. 25   [1984]  805-835    doi: 10.1093/petrology/25.4.805"
"[8114] DAVIES G. R., LLOYD F. E.:    PB-SR-ND ISOTOPE AND TRACE ELEMENT DATA BEARING ON THE ORIGIN OF THE POTASSIC SUBCONTINENTAL LITHOSPHERE BENEATH SOUTH-WEST UGANDA    [1989]  784-794",[8114],"DAVIES G. R., LLOYD F. E.:    PB-SR-ND ISOTOPE AND TRACE ELEMENT DATA BEARING ON THE ORIGIN OF THE POTASSIC SUBCONTINENTAL LITHOSPHERE BENEATH SOUTH-WEST UGANDA    [1989]  784-794"
"[8125] OKANO O., SATO T., KAGAMI H.:    RB-SR AND SM-ND ISOTOPIC STUDIES OF MAFIC IGNEOUS ROCKS FROM THE RYOKE PLUTONO-METAMORPHIC BELT IN THE SETOUCHI AREA, SOUTHWEST JAPAN : IMPLICATIONS FOR THE GENESIS AND THERMAL HISTORY    THE ISLAND ARC 9   [2000]  21-36    doi: 10.1046/j.1440-1738.2000.00258.x",[8125],"OKANO O., SATO T., KAGAMI H.:    RB-SR AND SM-ND ISOTOPIC STUDIES OF MAFIC IGNEOUS ROCKS FROM THE RYOKE PLUTONO-METAMORPHIC BELT IN THE SETOUCHI AREA, SOUTHWEST JAPAN : IMPLICATIONS FOR THE GENESIS AND THERMAL HISTORY    THE ISLAND ARC 9   [2000]  21-36    doi: 10.1046/j.1440-1738.2000.00258.x"
"[8137] CONTICELLI S., FRANCALANCI L., MANETTI P., CIONI R., SBRANA A.:    PETROLOGY AND GEOCHEMISTRY OF THE ULTRAPOTASSIC ROCKS FROM THE SABATINI VOLCANIC DISTRICT, CENTRAL ITALY: THE ROLE OF EVOLUTIONARY PROCESSES IN THE GENESIS OF VARIABLY ENRICHED ALKALINE MAGMAS    J. VOLCANOL. GEOTHERM. RES. 75   [1997]  107-136    doi: 10.1016/S0377-0273(96)00062-5",[8137],"CONTICELLI S., FRANCALANCI L., MANETTI P., CIONI R., SBRANA A.:    PETROLOGY AND GEOCHEMISTRY OF THE ULTRAPOTASSIC ROCKS FROM THE SABATINI VOLCANIC DISTRICT, CENTRAL ITALY: THE ROLE OF EVOLUTIONARY PROCESSES IN THE GENESIS OF VARIABLY ENRICHED ALKALINE MAGMAS    J. VOLCANOL. GEOTHERM. RES. 75   [1997]  107-136    doi: 10.1016/S0377-0273(96)00062-5"
"[8153] HANLEY L. M., WINGATE M. T. D.:    SHRIMP ZIRCON AGE FOR AN EARLY CAMBRIAN DOLERITE DYKE: AN INTRUSIVE PHASE OF THE ANTRIM PLATEAU VOLCANICS OF NORTHERN AUSTRALIA    AUSTR. J. EARTH SCI. 47   [2000]  1029-1040    doi: 10.1046/j.1440-0952.2000.00829.x",[8153],"HANLEY L. M., WINGATE M. T. D.:    SHRIMP ZIRCON AGE FOR AN EARLY CAMBRIAN DOLERITE DYKE: AN INTRUSIVE PHASE OF THE ANTRIM PLATEAU VOLCANICS OF NORTHERN AUSTRALIA    AUSTR. J. EARTH SCI. 47   [2000]  1029-1040    doi: 10.1046/j.1440-0952.2000.00829.x"
"[8174] FEDERICO M., PECCERILLO A., BARBIERI MARIO, WU T.-W.:    MINERALOGICAL AND GEOCHEMICAL STUDY OF GRANULAR XENOLITHS FROM THE ALBAN HILLS VOLCANO, CENTRAL ITALY: BEARING ON EVOLUTIONARY PROCESSES IN POTASSIC MAGMA CHAMBERS    CONTRIB. MINERAL. PETROL. 115   [1994]  384-401    GeoReM-id: 1199   doi: 10.1007/BF00320973",[8174],"FEDERICO M., PECCERILLO A., BARBIERI MARIO, WU T.-W.:    MINERALOGICAL AND GEOCHEMICAL STUDY OF GRANULAR XENOLITHS FROM THE ALBAN HILLS VOLCANO, CENTRAL ITALY: BEARING ON EVOLUTIONARY PROCESSES IN POTASSIC MAGMA CHAMBERS    CONTRIB. MINERAL. PETROL. 115   [1994]  384-401    GeoReM-id: 1199   doi: 10.1007/BF00320973"
"[8176] STOPPA F., CUNDARI A.:    A NEW ITALIAN CARBONATITE OCCURRENCE AT CUPAELLO (RIETI) AND ITS GENETIC SIGNIFICANCE    CONTRIB. MINERAL. PETROL. 122   [1995]  275-288    doi: 10.1007/s004100050127",[8176],"STOPPA F., CUNDARI A.:    A NEW ITALIAN CARBONATITE OCCURRENCE AT CUPAELLO (RIETI) AND ITS GENETIC SIGNIFICANCE    CONTRIB. MINERAL. PETROL. 122   [1995]  275-288    doi: 10.1007/s004100050127"
"[8205] IRVING A. J., FREY F. A.:    TRACE ELEMENT ABUNDANCES IN MEGACRYSTS AND THEIR HOST BASALTS: CONSTRAINTS ON PARTITION COEFFICIENTS AND MEGACRYST GENESIS    GEOCHIM. COSMOCHIM. ACTA 48   [1984]  1201-1221    doi: 10.1016/0016-7037(84)90056-5",[8205],"IRVING A. J., FREY F. A.:    TRACE ELEMENT ABUNDANCES IN MEGACRYSTS AND THEIR HOST BASALTS: CONSTRAINTS ON PARTITION COEFFICIENTS AND MEGACRYST GENESIS    GEOCHIM. COSMOCHIM. ACTA 48   [1984]  1201-1221    doi: 10.1016/0016-7037(84)90056-5"
[8232] CONDOMINES M.:    DATING RECENT VOLCANIC ROCKS THROUGH 230TH-238U DISEQUILIBRIUM IN ACCESSORY MINERALS: EXAMPLES OF THE PUY DE DOME (FRENCH MASSIF CENTRAL)    GEOLOGY 25   [1997]  375-378    doi: 10.1130/0091-7613(1997)025<0375:DRVRTT>2.3.CO;2,[8232],CONDOMINES M.:    DATING RECENT VOLCANIC ROCKS THROUGH 230TH-238U DISEQUILIBRIUM IN ACCESSORY MINERALS: EXAMPLES OF THE PUY DE DOME (FRENCH MASSIF CENTRAL)    GEOLOGY 25   [1997]  375-378    doi: 10.1130/0091-7613(1997)025<0375:DRVRTT>2.3.CO;2
"[8274] BEDINI R. M., BODINIER J. L.:    DISTRIBUTION OF INCOMPATIBLE TRACE ELEMENTS BETWEEN THE CONSTITUENTS OF SPINEL PERIDOTITE XENOLITHS: ICP-MS DATA FROM THE EAST AFRICAN RIFT    GEOCHIM. COSMOCHIM. ACTA 63   [1999]  3883-3900    doi: 10.1016/S0016-7037(99)00154-4",[8274],"BEDINI R. M., BODINIER J. L.:    DISTRIBUTION OF INCOMPATIBLE TRACE ELEMENTS BETWEEN THE CONSTITUENTS OF SPINEL PERIDOTITE XENOLITHS: ICP-MS DATA FROM THE EAST AFRICAN RIFT    GEOCHIM. COSMOCHIM. ACTA 63   [1999]  3883-3900    doi: 10.1016/S0016-7037(99)00154-4"
"[8347] BARBIERI MARIO, PENTA A., TURI B.:    OXYGEN AND STRONTIUM ISOTOPE RATIOS IN SOME EJECTA FROM THE ALBAN HILLS VOLCANIC AREA, ROMAN COMAGMATIC REGION    CONTRIB. MINERAL. PETROL. 51   [1975]  127-133    GeoReM-id: 1048   doi: 10.1007/BF00403753",[8347],"BARBIERI MARIO, PENTA A., TURI B.:    OXYGEN AND STRONTIUM ISOTOPE RATIOS IN SOME EJECTA FROM THE ALBAN HILLS VOLCANIC AREA, ROMAN COMAGMATIC REGION    CONTRIB. MINERAL. PETROL. 51   [1975]  127-133    GeoReM-id: 1048   doi: 10.1007/BF00403753"
